"","CountryID","IDSCHOOL","IDSTUD","Gender","Num_of_Books","Born_in_Country","EmotionalFactor","MathematicalTendencyFactor","ses","y"
"2879","792","5130.T","51300224","1","1","2","0.0524816192605546","0.107089735033095","11",400.592288
"2880","792","5130.T","51300225","2","1","2","-0.874248747749856","-1.47076515391083","13",293.263688
"2881","792","5130.T","51300226","1","2","2","0.936703531519004","-0.330386800573669","13",439.89267
"2883","792","5130.T","51300229","1","3","2","0.632901765605749","-0.566364578077624","9",499.38955
"2884","792","5130.T","51300230","2","4","2","0.437486104813555","-1.40550374412178","12",444.016082
"2887","792","5130.T","51300233","2","1","2","0.53355271903158","0.889693526837044","12",461.033068
"2889","792","5130.T","51300236","1","2","2","0.119461195312273","1.28757355021598","14",397.707034
"2890","792","5130.T","51300237","2","3","2","0.807070278640871","0.650857750733072","12",534.66586
"2891","792","5131.T","51310602","1","3","2","0.215796599096824","-0.334955031114757","15",595.239008
"2892","792","5131.T","51310603","2","1","2","-1.3327054011803","-1.0569998298165","11",489.398692
"2893","792","5131.T","51310604","2","3","2","-2.06375506775019","-0.609699933016333","10",518.958048
"2894","792","5131.T","51310606","2","2","2","0.47807794405886","0.556148248159382","13",588.562252
"2895","792","5131.T","51310607","2","1","2","0.689707751096859","-1.29208606608157","15",441.733646
"2899","792","5131.T","51310613","1","5","2","-2.18111889637662","-1.34052177974414","10",331.970714
"2900","792","5131.T","51310614","2","2","2","0.434775951987866","0.843512609069345","13",463.99824
"2901","792","5131.T","51310615","2","1","2","0.227527833954785","-1.03949781911063","10",370.317662
"2902","792","5131.T","51310616","1","1","2","-1.43566895123956","-0.699303748556635","13",506.177102
"2903","792","5131.T","51310618","1","2","2","-0.425377338881645","-0.375851832893394","15",470.686224
"2904","792","5131.T","51310621","1","5","2","-0.570943393464449","-1.60699884307779","11",387.376526
"2906","792","5131.T","51310623","2","1","2","0.121353047666101","1.03545489350471","11",535.584576
"2907","792","5131.T","51310626","2","3","2","-1.94584613074548","-0.1665745710195","12",483.489316
"2912","792","5131.T","51310632","2","2","2","-0.167035021651491","1.37420031864078","14",486.672772
"2913","792","5131.T","51310634","1","1","2","1.28208863282144","-2.06175749768848","10",409.294418
"2914","792","5131.T","51310636","2","1","2","0.722089291421084","0.848650035217602","12",565.167328
"2915","792","5131.T","51310637","2","2","2","-3.80344602349858","2.13718262342953","14",371.864334
"2917","792","5132.T","51320401","2","2","2","0.536955625887063","1.16070772475259","14",679.962652
"2919","792","5132.T","51320404","2","2","2","0.522265145547183","1.1404185761811","13",702.634462
"2920","792","5132.T","51320405","2","3","2","0.425164069494152","0.954075032414241","13",653.939658
"2921","792","5132.T","51320406","2","3","2","0.0144331567447526","0.223198698494493","12",713.272334
"2922","792","5132.T","51320407","2","3","2","0.769206938979122","0.841515501901734","13",632.82365
"2923","792","5132.T","51320408","2","5","2","0.647624681847419","1.2938750365579","16",625.474338
"2924","792","5132.T","51320409","2","3","2","0.769206938979122","0.841515501901734","13",603.115926
"2925","792","5132.T","51320410","2","3","2","0.769206938979122","0.841515501901734","16",646.98995
"2927","792","5132.T","51320413","2","4","2","0.647624681847419","1.2938750365579","13",673.895322
"2928","792","5132.T","51320414","2","4","2","0.473878916741372","0.890076144348173","15",618.264752
"2929","792","5132.T","51320415","2","3","2","0.393975395033251","1.16226971613318","13",600.024016
"2930","792","5132.T","51320416","2","4","2","0.647624681847419","1.2938750365579","14",638.12169
"2931","792","5132.T","51320417","2","5","2","0.276492104554768","1.02112135330768","15",628.38678
"2932","792","5132.T","51320418","2","5","2","0.647624681847419","1.2938750365579","14",577.13449
"2933","792","5132.T","51320420","2","2","2","-0.207183442959286","0.856354353028097","13",548.129416
"2934","792","5132.T","51320421","2","3","2","0.582412643786598","1.29803199015056","14",574.912584
"2935","792","5132.T","51320422","2","2","2","0.582412643786598","1.29803199015056","12",573.294196
"2936","792","5132.T","51320423","2","2","2","0.251759866610403","0.316942141134224","13",566.79346
"2937","792","5132.T","51320424","2","3","2","0.499719748247119","1.31923402809036","13",655.32978
"2938","792","5132.T","51320425","2","2","2","0.600507034289381","1.30100956987376","15",550.966192
"2939","792","5132.T","51320426","2","3","2","0.647624681847419","1.2938750365579","16",594.604752
"2941","792","5132.T","51320429","2","2","2","0.600507034289381","1.30100956987376","12",721.18833
"2942","792","5132.T","51320430","2","4","2","0.634912582595956","0.100985436994456","11",678.399268
"2943","792","5133.T","51330102","1","2","2","0.723351361170918","0.912559534220573","10",376.090812
"2945","792","5133.T","51330104","1","1","2","-1.57679171978589","-0.553269480093787","10",300.689894
"2949","792","5133.T","51330108","1","1","2","0.17804811459467","0.582447581487216","11",430.816834
"2950","792","5133.T","51330110","2","1","2","-3.55982882341495","1.55978925172644","14",382.777842
"2951","792","5133.T","51330111","2","2","2","0.764318050684482","0.469973568917472","11",478.00523
"2953","792","5133.T","51330113","1","2","2","0.508967001691418","0.514395858419746","11",481.062902
"2956","792","5133.T","51330116","1","2","2","-0.193669067076964","-1.00355271931768","10",396.006672
"2958","792","5133.T","51330119","2","2","2","0.681555030167909","-0.86304093452184","13",464.015576
"2959","792","5133.T","51330120","2","1","2","0.374968804050653","0.588371709322897","12",487.847484
"2960","792","5133.T","51330121","1","2","2","0.582412643786598","1.29803199015056","9",502.804134
"2961","792","5134.T","51340301","1","3","2","-1.5444115494652","-0.397610281960792","15",532.965352
"2962","792","5134.T","51340303","1","3","2","0.647624681847419","1.2938750365579","14",565.560442
"2963","792","5134.T","51340304","2","2","2","0.298531266400287","-1.68634005525718","13",463.60367
"2964","792","5134.T","51340305","1","2","2","0.410190387137125","-1.76447591281339","12",485.925792
"2965","792","5134.T","51340306","1","2","2","-3.28846262155044","-0.577724251900283","14",532.882904
"2966","792","5134.T","51340307","1","3","2","-1.55270822721084","0.535212116950057","14",566.54172
"2968","792","5134.T","51340309","1","2","2","-2.56173691799602","0.670919704016376","14",492.319272
"2969","792","5134.T","51340311","1","2","2","0.515085526873161","0.608695575329236","16",536.88432
"2970","792","5134.T","51340312","2","4","2","0.738955958438589","0.931385989706515","13",622.105166
"2971","792","5134.T","51340313","1","2","1","0.0797683048277841","0.574649161267085","11",459.763928
"2972","792","5134.T","51340314","1","3","2","0.202027494981103","1.46634635464797","15",605.555382
"2976","792","5134.T","51340319","1","3","2","-0.0812592188254792","-0.319751361277491","13",474.02509
"2978","792","5134.T","51340321","2","2","2","-0.668474466442877","0.520319954262382","13",595.14779
"2979","792","5134.T","51340322","2","3","2","-0.507968883795636","0.277685305733602","13",647.707302
"2980","792","5134.T","51340323","2","3","2","-0.154408850934164","-0.600157664774335","14",577.667928
"2981","792","5134.T","51340324","2","2","2","-0.828717325805397","-1.10400585709687","15",471.64098
"2982","792","5134.T","51340325","2","2","2","0.534622803295286","1.07201357989946","14",638.950002
"2984","792","5134.T","51340328","2","2","2","0.0101728229789138","-1.46888980978242","14",517.09257
"2985","792","5134.T","51340329","2","2","2","0.332524010344315","0.88689911664343","15",643.427792
"2986","792","5134.T","51340330","2","2","2","0.307921997385791","1.1019338421988","12",627.441748
"2987","792","5134.T","51340331","2","2","2","-1.28021633713838","-0.999785739563607","10",565.663142
"2988","792","5134.T","51340332","1","3","2","0.229896658586814","-1.47249221568779","11",434.754282
"2989","792","5134.T","51340333","1","2","2","0.264068714345785","1.3058531674024","13",540.375564
"2990","792","5134.T","51340335","2","3","2","-0.271131234949419","-0.986440569677846","14",447.601958
"2992","792","5134.T","51340338","1","2","2","0.605472797763308","-0.353826635144492","15",526.051146
"2993","792","5134.T","51340339","2","5","2","0.800036254489227","0.658767430659916","14",636.856702
"2994","792","5134.T","51340340","1","2","2","-0.39552637302294","-0.0424982753078419","14",494.711448
"2995","792","5134.T","51340341","2","3","2","-1.37245491599869","0.508077512177288","10",528.573516
"2996","792","5134.T","51340343","2","5","2","-0.734187628933497","1.60619769817816","14",671.29021
"2997","792","5134.T","51340345","2","2","2","-0.90332687309556","-1.26438299482471","14",538.113562
"2998","792","5135.T","51350401","2","3","2","0.647624681847419","1.2938750365579","14",622.78578
"2999","792","5135.T","51350402","1","3","2","0.0372118239230856","0.841088329558342","12",559.561942
"3000","792","5135.T","51350403","2","3","2","0.457053107486361","1.14457552977377","14",577.586576
"3001","792","5135.T","51350404","1","2","2","0.351187352625014","1.37672446745372","13",646.65225
"3002","792","5135.T","51350405","1","4","2","-0.53609539684215","-1.49246421078898","15",618.713328
"3003","792","5135.T","51350406","1","2","2","0.436547462565271","0.540824764243957","13",515.406142
"3004","792","5135.T","51350407","2","2","2","-0.00955844008167984","1.10591266169737","14",615.335456
"3005","792","5135.T","51350409","1","2","2","0.457628972816568","0.743703379791767","16",550.13786
"3006","792","5135.T","51350411","2","1","2","-1.21380326123685","1.20820164052778","13",539.41502
"3007","792","5135.T","51350412","1","1","2","0.331832834182978","0.558028769291393","11",469.265098
"3008","792","5135.T","51350413","1","2","2","-0.161483565198677","0.440368500130136","12",570.431826
"3009","792","5135.T","51350414","2","3","2","0.694546040184256","-2.26955059231552","14",471.724286
"3010","792","5135.T","51350415","2","3","2","-1.65696227768122","-0.581910562052505","15",527.868306
"3011","792","5135.T","51350417","2","3","2","-0.219471206711131","-0.863273082498992","13",421.55302
"3012","792","5135.T","51350418","1","2","2","0.209771613839755","1.34907454013403","13",522.317712
"3013","792","5135.T","51350419","2","3","2","-0.82705907330921","1.13709576168193","13",456.890614
"3014","792","5135.T","51350421","1","3","2","0.606252166088145","0.872031957339831","15",502.76065
"3016","792","5136.T","51360201","2","3","2","0.00968130169981772","-0.0468619034951575","14",498.209508
"3017","792","5136.T","51360202","2","3","2","0.647624681847419","1.2938750365579","15",683.57914
"3018","792","5136.T","51360203","1","1","2","0.291348315540799","0.121028425660379","11",592.776662
"3019","792","5136.T","51360205","2","4","2","0.647624681847419","1.2938750365579","15",602.361894
"3020","792","5136.T","51360206","2","4","2","-1.80953991003118","-0.280771910021141","14",561.52392
"3023","792","5136.T","51360209","1","3","2","-0.0170594466629882","0.671418487046575","16",504.300824
"3025","792","5136.T","51360211","1","1","2","-0.898587971598583","-0.908137727741191","12",422.513134
"3026","792","5136.T","51360213","1","4","2","0.107163990060031","0.884715714988524","14",606.661182
"3027","792","5136.T","51360214","1","3","2","0.325272616302343","0.805065721566003","15",550.36849
"3029","792","5136.T","51360217","2","4","2","-1.93013771320122","0.652442682553291","14",688.991802
"3030","792","5136.T","51360218","1","1","2","0.406842658928297","0.00470136713768773","16",413.416642
"3031","792","5136.T","51360219","1","3","2","-0.75614379813273","0.424602317958096","16",514.19155
"3032","792","5136.T","51360221","1","3","2","0.484401805885433","1.33107632734977","15",690.616564
"3033","792","5136.T","51360222","2","4","2","0.555287518338993","-0.368481261619205","13",669.151776
"3034","792","5136.T","51360223","2","5","2","0.650728031699234","1.04194682242346","13",646.787416
"3035","792","5136.T","51360224","1","1","2","0.401760128247778","-0.410384445132059","15",446.546048
"3036","792","5136.T","51360225","1","3","2","-0.656088230116037","-0.239935236197115","15",504.792096
"3037","792","5137.T","51370401","1","3","1","0.647624681847419","1.2938750365579","12",611.637304
"3039","792","5137.T","51370404","2","2","2","0.62400189921282","0.511406799914668","14",482.898096
"3040","792","5137.T","51370405","2","3","2","0.22295523059373","1.32369500810787","12",508.475536
"3041","792","5137.T","51370406","1","3","2","0.573158335890309","1.11450877229777","16",552.557546
"3042","792","5137.T","51370407","2","1","2","0.697600986338313","-0.441161637464956","12",499.391416
"3044","792","5137.T","51370409","2","1","2","0.647624681847419","1.2938750365579","12",574.25409
"3046","792","5137.T","51370412","2","2","2","-3.67339276161899","-0.783553169901571","12",461.310182
"3047","792","5137.T","51370413","1","3","2","0.749232396941958","0.870469965959243","13",583.426714
"3048","792","5137.T","51370414","1","3","2","0.647624681847419","1.2938750365579","15",659.915866
"3049","792","5137.T","51370415","1","5","2","0.61286262423668","0.884886028410313","14",635.32432
"3050","792","5137.T","51370417","1","1","2","0.847118324580467","-0.526797364885863","12",429.269808
"3051","792","5137.T","51370420","1","2","2","0.320387608479966","-0.436992110551033","13",493.414978
"3052","792","5137.T","51370421","1","4","2","0.633216501333867","1.08632945485123","12",583.24663
"3053","792","5138.T","51380201","1","2","2","0.647624681847419","1.2938750365579","12",578.98611
"3054","792","5138.T","51380202","2","2","2","0.880602845531167","-0.345567995494587","13",669.846218
"3055","792","5138.T","51380203","2","2","2","0.451380295045631","-0.341765850505187","11",534.89494
"3057","792","5138.T","51380206","1","3","2","0.647624681847419","1.2938750365579","9",561.048234
"3058","792","5138.T","51380207","1","1","2","0.647624681847419","1.2938750365579","9",612.061184
"3059","792","5138.T","51380208","2","1","2","-0.0146200679749183","-0.314760424796244","11",527.537198
"3060","792","5138.T","51380209","1","1","2","0.497192204080731","0.630161066852372","10",433.339658
"3061","792","5138.T","51380210","1","2","2","0.582412643786598","1.29803199015056","10",585.640232
"3062","792","5138.T","51380211","1","2","2","0.452133478332226","0.412885989617765","14",441.977
"3063","792","5138.T","51380213","1","3","1","0.0463852756907596","0.695675823030012","12",552.17702
"3064","792","5138.T","51380214","2","2","2","0.812034421636584","0.328506124841169","12",451.544002
"3065","792","5138.T","51380216","1","2","2","0.451988567664955","1.30634589733589","14",600.45273
"3066","792","5138.T","51380217","1","2","2","0.647624681847419","1.2938750365579","15",587.462122
"3067","792","5138.T","51380218","2","2","2","0.579109060567272","0.85021202659819","11",560.860156
"3068","792","5138.T","51380219","1","3","2","0.769206938979122","0.841515501901734","15",503.471216
"3069","792","5138.T","51380221","2","1","2","0.650254381073777","0.14958539643241","11",461.391288
"3070","792","5138.T","51380223","1","2","2","0.374220374871964","1.30375093512381","13",430.81483
"3072","792","5138.T","51380226","1","2","2","0.53748061541384","-0.140430034367844","14",591.664176
"3073","792","5138.T","51380227","1","2","2","0.514572709544904","0.738055469534567","11",470.839056
"3075","792","5139.T","51390403","2","2","2","0.581824543216302","0.640361059209752","14",399.640714
"3076","792","5139.T","51390404","2","2","2","0.95896907381724","-1.30639560206481","14",424.752754
"3078","792","5139.T","51390406","2","4","2","0.769206938979122","0.841515501901734","13",575.978444
"3079","792","5139.T","51390407","2","4","2","0.74185824058005","0.655014704325735","13",559.90608
"3080","792","5139.T","51390411","2","3","2","-1.10178679327229","1.33402294300448","15",408.586906
"3081","792","5139.T","51390412","2","1","2","-1.52768639877335","-0.806438893962047","11",471.725278
"3082","792","5139.T","51390413","2","1","2","0.165186039507083","-0.0576666353273709","12",524.51389
"3083","792","5139.T","51390415","2","2","2","0.419189767824612","1.33523328094243","13",477.600634
"3084","792","5139.T","51390417","2","3","2","-0.355832585018648","1.54991449916658","12",643.771514
"3085","792","5139.T","51390418","2","2","2","0.602057708981332","-0.5520101080726","12",507.539076
"3087","792","5139.T","51390420","2","4","2","-0.999091504815407","-0.402773471754457","12",496.00949
"3091","792","5139.T","51390428","2","2","2","0.411212041527807","-0.834888860586407","10",384.13982
"3092","792","5140.T","51400401","1","3","2","0.329963102105699","0.0604312490142456","13",495.531914
"3093","792","5140.T","51400403","2","3","2","0.716616712347866","0.062056832625455","12",532.856692
"3094","792","5140.T","51400405","2","3","2","0.783936662739773","0.322208755867083","16",561.29925
"3095","792","5140.T","51400406","1","3","2","0.353379306715373","1.31538110092254","13",593.792272
"3096","792","5140.T","51400408","2","3","2","0.647624681847419","1.2938750365579","13",589.877744
"3097","792","5140.T","51400409","2","2","2","0.579912276506135","0.419914028810548","14",612.028424
"3098","792","5140.T","51400410","2","2","2","-3.48877564093515","-1.10319195317218","15",471.458274
"3099","792","5140.T","51400411","2","2","2","-0.490307975815842","1.01063726095681","15",543.016766
"3100","792","5140.T","51400412","1","2","2","-0.1625612233114","0.956359832362359","12",560.05862
"3101","792","5140.T","51400414","1","2","2","0.666838956135513","-0.860803067865865","12",536.952188
"3102","792","5140.T","51400416","1","3","2","-3.46873159890887","0.884863205308844","14",463.312896
"3103","792","5140.T","51400417","2","3","2","0.723351361170918","0.912559534220573","14",567.635872
"3104","792","5140.T","51400418","2","3","2","0.550216250833616","-0.420268094253692","12",535.055048
"3105","792","5140.T","51400419","2","3","2","0.471168224304082","0.724447011555727","15",421.128706
"3106","792","5140.T","51400420","1","3","2","0.769206938979122","0.841515501901734","14",553.653818
"3107","792","5140.T","51400421","1","1","2","-1.14288151932904","-1.19850144667387","12",392.18465
"3108","792","5140.T","51400422","1","2","2","-0.0409108843933764","-0.026692217719699","15",435.671544
"3109","792","5140.T","51400425","1","5","2","-0.542899997158527","-1.69987576957692","12",472.150354
"3110","792","5140.T","51400426","1","2","2","-0.916592217159631","-1.42823601060576","14",463.87732
"3111","792","5140.T","51400427","2","1","2","0.647624681847419","1.2938750365579","15",467.616586
"3113","792","5140.T","51400429","2","3","2","0.328714157133152","0.958926387947306","16",463.146848
"3114","792","5140.T","51400430","2","1","2","-4.1011144054197","2.10422024197848","14",390.389774
"3116","792","5140.T","51400433","2","3","2","-0.38102378171589","0.569322610205187","15",577.58117
"3117","792","5140.T","51400435","2","3","2","0.728679519935221","0.992302013453788","14",501.204878
"3118","792","5140.T","51400436","2","2","2","0.267001083863265","0.308200426508757","14",530.590486
"3119","792","5140.T","51400438","1","3","2","0.358458812488879","0.195709684314714","11",502.064122
"3120","792","5141.T","51410201","2","1","2","-0.692000631869937","-1.40936069367596","14",605.691046
"3121","792","5141.T","51410202","1","2","2","0.769206938979122","0.841515501901734","13",522.88928
"3122","792","5141.T","51410203","2","2","2","-0.292589254155873","-0.746364725100193","12",514.969654
"3123","792","5141.T","51410205","2","3","2","1.034009946203","-1.99815138386908","16",419.576548
"3126","792","5141.T","51410209","1","2","2","0.333114533231705","1.16287651018509","13",583.688058
"3127","792","5141.T","51410210","2","5","2","1.2781524042938","-1.7576031054517","16",419.793954
"3128","792","5141.T","51410211","1","2","2","0.610048922307696","0.456081432275981","13",602.361414
"3129","792","5141.T","51410213","1","3","2","-0.614721495743377","-1.68374313822574","13",466.139512
"3130","792","5141.T","51410214","2","2","2","0.857115355504839","-1.54497712872879","15",513.229222
"3131","792","5141.T","51410215","1","3","2","0.600700001319852","0.927960405322601","15",627.898348
"3132","792","5141.T","51410216","1","3","2","-0.0154399524096805","-1.48519710119094","12",445.807032
"3134","792","5141.T","51410219","1","1","2","-0.802363111101729","-0.941886262754995","12",473.298432
"3136","792","5141.T","51410222","2","1","2","0.451988567664955","1.30634589733589","13",558.357742
"3137","792","5141.T","51410223","1","3","2","0.872752283650641","0.0714617928666804","12",590.935058
"3138","792","5141.T","51410225","2","2","2","-0.31499528411638","-0.26151677124383","13",581.34243
"3139","792","5142.T","51420201","1","3","2","0.50535781269102","1.0939201035879","12",509.857318
"3140","792","5142.T","51420202","1","3","2","0.582412643786598","1.29803199015056","13",652.360406
"3141","792","5142.T","51420203","2","4","2","-0.372371294964889","-0.774191867726036","12",630.317586
"3143","792","5142.T","51420206","1","2","2","0.0542119670527493","0.473916854039682","12",579.941742
"3144","792","5142.T","51420207","2","2","2","-0.464037240651376","-0.417046026658874","12",614.099606
"3145","792","5142.T","51420208","2","3","2","-2.22803955850994","-1.03765538720604","13",573.343846
"3146","792","5142.T","51420209","2","3","2","0.647624681847419","1.2938750365579","12",640.341394
"3147","792","5142.T","51420210","2","3","2","-0.360735857846188","0.453727529684858","12",665.88993
"3148","792","5142.T","51420211","1","2","2","-0.215295648744603","0.15671833889065","10",585.601454
"3149","792","5142.T","51420213","1","3","2","-0.811908116956727","-0.283077071455525","10",517.130332
"3150","792","5142.T","51420214","1","1","2","-0.0849478851406911","0.30681135037818","11",555.415568
"3151","792","5142.T","51420215","1","2","2","-0.174234890780099","-0.467144989172817","13",467.286312
"3152","792","5142.T","51420216","2","2","2","0.0656119910142857","1.02987671761344","11",605.538066
"3153","792","5142.T","51420217","2","2","2","0.647624681847419","1.2938750365579","11",655.635818
"3154","792","5142.T","51420218","2","2","2","-2.78995455961947","-0.447123014349372","14",582.202136
"3155","792","5143.T","51430101","2","2","2","0.820010796526391","0.629812966602407","10",539.819488
"3156","792","5143.T","51430102","2","1","2","0.67183542988289","-0.430152819396979","12",375.33083
"3158","792","5143.T","51430105","2","1","2","0.397570485613815","0.193789418785246","10",443.242028
"3159","792","5143.T","51430106","2","3","2","0.0685382451249721","0.262846048175679","11",527.65679
"3160","792","5143.T","51430107","2","1","2","0.618885988761374","-0.371546309630388","10",492.22437
"3161","792","5143.T","51430108","1","1","2","0.450125608435388","-0.252022754246945","11",392.340322
"3163","792","5143.T","51430110","2","3","2","1.2781524042938","-1.7576031054517","9",424.411222
"3165","792","5143.T","51430113","2","1","2","0.747804440089167","0.250480163038143","10",401.603088
"3166","792","5143.T","51430114","2","2","2","0.789956598458413","-0.494586917954811","10",395.421114
"3167","792","5143.T","51430115","1","2","2","0.705839218299391","-0.778005118311407","11",384.244234
"3168","792","5143.T","51430116","1","2","2","0.647624681847419","1.2938750365579","11",530.641046
"3170","792","5143.T","51430118","2","1","2","-0.659661116834228","0.329353232039349","10",415.568912
"3171","792","5143.T","51430119","2","3","2","0.169300549250918","0.334558857079731","13",416.600844
"3172","792","5143.T","51430121","1","2","2","-1.13006508993809","0.736743910544953","12",424.590894
"3174","792","5144.T","51440501","2","4","2","-2.47479205619813","-1.21866442372628","14",591.278192
"3175","792","5144.T","51440502","2","3","2","-1.98531665050344","-0.407815875258254","14",607.363746
"3176","792","5144.T","51440503","2","3","2","-0.338040028315109","-0.561704038472166","12",520.548292
"3177","792","5144.T","51440504","1","1","1","-0.388658891690634","-0.0779505398405067","13",625.06045
"3178","792","5144.T","51440506","2","1","2","-0.613881712449361","-0.258170789883256","12",546.590256
"3179","792","5144.T","51440507","1","4","2","0.638370373951131","1.1103518187051","12",704.710506
"3180","792","5144.T","51440508","1","2","2","0.193482004002528","0.142595571556161","14",656.38752
"3181","792","5144.T","51440509","1","5","2","0.18456526375323","1.16342741625163","10",632.050804
"3182","792","5144.T","51440510","1","2","2","-1.56549456047587","-1.42868305498493","12",597.711542
"3183","792","5144.T","51440511","1","3","2","-0.54713337095352","0.134656803420733","15",591.184084
"3184","792","5144.T","51440512","2","2","2","0.0887462329997783","0.193410322939894","13",537.437786
"3185","792","5144.T","51440514","1","2","2","-2.32885701452551","-1.25901959554083","11",507.954996
"3186","792","5144.T","51440515","1","3","2","0.659358523956093","0.387603532428937","11",575.495904
"3187","792","5144.T","51440516","2","3","2","-0.104363955750657","-0.248523500989745","12",624.905486
"3188","792","5144.T","51440517","2","2","2","-0.189475646486767","-0.170051222288082","10",566.83367
"3189","792","5144.T","51440518","1","3","2","0.425589434558712","0.458327688122388","12",617.401634
"3191","792","5144.T","51440520","2","2","2","0.600507034289381","1.30100956987376","14",678.112918
"3192","792","5144.T","51440522","1","2","2","0.138962680099172","1.1438755503116","14",671.559416
"3193","792","5144.T","51440523","2","2","2","0.504644450993606","1.29543702793848","10",632.591778
"3194","792","5144.T","51440524","2","2","2","-2.79668986451318","-0.538071195901643","13",600.721982
"3195","792","5144.T","51440525","1","3","2","0.0579815148975582","-0.7319931314554","11",541.703056
"3196","792","5144.T","51440526","2","3","2","-0.665146452055297","-0.265361138256158","16",561.126458
"3197","792","5145.T","51450901","2","5","2","0.711442644001621","-0.227938364431611","13",606.14329
"3198","792","5145.T","51450902","2","3","2","0.653391615219166","-1.81198882534461","16",482.780244
"3199","792","5145.T","51450903","1","3","2","-2.74875571404956","0.90953995846042","14",502.448556
"3200","792","5145.T","51450904","2","5","2","-0.953966013205904","0.313956089763654","15",591.265618
"3201","792","5145.T","51450905","1","2","2","-0.686093469785929","-0.594275700856786","12",419.47083
"3202","792","5145.T","51450907","1","4","2","0.520056126273638","-0.210895109213649","15",595.436644
"3203","792","5145.T","51450908","2","4","2","0.0986055400649767","-0.00112552036668076","14",676.878304
"3205","792","5145.T","51450910","1","3","2","-1.36045518875192","-0.039882740973822","15",563.21073
"3206","792","5145.T","51450911","1","4","2","0.12917533801439","-0.186249335595248","14",524.291754
"3207","792","5145.T","51450912","1","4","2","-0.0147962786363936","-0.479417303571204","15",586.644152
"3208","792","5145.T","51450913","1","2","2","0.227791514366594","-1.40582083339892","14",468.060228
"3209","792","5145.T","51450915","2","2","2","-0.140023953293959","0.424575362987374","15",516.10441
"3210","792","5145.T","51450916","1","3","2","-2.4080763872445","1.62664679105873","15",536.575446
"3211","792","5145.T","51450917","1","3","2","-0.169556415734427","-0.773534899608306","13",546.896498
"3212","792","5145.T","51450919","2","2","2","-3.15426433210044","-0.539000160008169","13",503.255932
"3213","792","5145.T","51450920","1","1","2","-1.0973019689197","-0.386922437441886","12",382.433056
"3214","792","5145.T","51450921","2","3","2","-3.07337175149453","-1.28585693954655","14",605.712846
"3215","792","5145.T","51450923","2","4","2","-0.892964195122686","-0.504821819677193","16",560.550686
"3217","792","5145.T","51450925","2","2","2","-1.45465325407077","0.255558372127021","11",550.40846
"3218","792","5145.T","51450926","2","2","2","-3.71706725809533","0.397306621595309","15",576.448738
"3219","792","5145.T","51450927","2","3","2","0.441059701112484","1.31943559009816","13",698.513326
"3221","792","5145.T","51450929","2","4","2","-0.0274190155689272","1.40916157237003","16",480.873408
"3222","792","5146.T","51460602","2","2","2","0.544341974863205","0.699417608884439","12",583.863554
"3223","792","5146.T","51460603","2","1","2","-0.268421955726126","-1.22570746503216","15",383.752858
"3224","792","5146.T","51460604","1","1","2","0.867323021635134","-1.14509494703705","12",420.499536
"3225","792","5146.T","51460605","1","1","2","-0.375674417757457","-1.26300874924707","12",450.2018
"3226","792","5146.T","51460606","1","1","1","-0.0268356756420006","-0.300394270291743","13",456.752196
"3227","792","5146.T","51460607","1","2","2","0.497592789893563","0.88427939258371","13",499.620526
"3228","792","5146.T","51460608","1","2","2","0.582412643786598","1.29803199015056","13",609.838236
"3229","792","5146.T","51460610","1","2","2","0.749232396941958","0.870469965959243","11",417.268124
"3230","792","5146.T","51460611","2","4","2","0.282231400150972","-0.168270680776301","13",569.997654
"3231","792","5146.T","51460612","2","4","2","0.647624681847419","1.2938750365579","12",659.47211
"3235","792","5146.T","51460616","2","1","2","0.261849604814603","0.947202227042546","11",630.27319
"3237","792","5146.T","51460619","1","1","2","-0.0177529443247754","0.391213470527365","12",612.368932
"3239","792","5146.T","51460621","1","5","2","-1.04909189936599","-0.426799367028597","13",435.201916
"3240","792","5146.T","51460622","2","2","2","0.757193508754483","-0.800938509379789","15",527.050092
"3241","792","5146.T","51460623","1","2","2","0.349145839155521","0.99281400290432","14",612.38698
"3242","792","5146.T","51460624","2","4","2","0.0629789052821536","0.119138089160669","14",521.966914
"3244","792","5147.T","51470202","1","4","2","-0.485209833435812","-0.688817951391436","15",616.641012
"3245","792","5147.T","51470203","1","3","2","-2.23139318532547","-0.169003359985084","14",575.041052
"3246","792","5147.T","51470204","2","3","2","-0.892382332162705","1.30301265419107","15",751.29086
"3247","792","5147.T","51470205","1","3","2","-1.07094012138433","0.765749582443109","15",624.47599
"3248","792","5147.T","51470206","2","3","2","-0.788978792149609","1.13531588122927","16",636.15609
"3249","792","5147.T","51470207","1","4","2","0.269869966993412","0.425356219803814","14",624.648954
"3250","792","5147.T","51470208","1","3","2","-0.00122430543707779","0.00482125611892243","15",637.46244
"3251","792","5147.T","51470210","1","4","2","-0.347868903713351","-0.0119738999233637","14",558.752776
"3253","792","5147.T","51470213","2","3","2","-1.27411177162669","0.178641392907582","15",606.668974
"3254","792","5147.T","51470214","2","4","2","-1.41743119110131","1.05528712195479","15",643.512112
"3256","792","5147.T","51470216","2","5","2","0.529108418958866","0.631616564109875","15",683.965564
"3257","792","5147.T","51470218","1","5","2","0.509962035712559","0.48121267006895","14",682.033426
"3258","792","5147.T","51470219","2","5","2","0.386762600606455","1.36265696282979","15",630.160216
"3259","792","5147.T","51470220","2","3","2","0.392588102154401","0.462745714987156","16",667.906032
